	KRAS	NRAS
BA3283	6.52324588492183	8.04414638908848
BA3390	6.71501245136813	7.48695721637732
BA3275	6.3548930381601	7.32217874930828
BA3136	5.97074766923085	7.12340588419214
BA3190	6.8958209414819	7.66132793104992
BA3234	6.16566183736706	7.18320770184298
BA3087	6.00800870736247	7.03474280183588
BA3454	6.19606446047222	6.88364306076419
BA3302	5.26745748217307	7.00642277827321
BA3117	5.15422943210449	7.25976697827341
BA3083	6.17470371042725	6.76898394569665
BA3266	6.34412105865143	6.95411223232461
BA3175	6.04734642903678	7.40609048790591
BA3268	5.44210341334295	7.09119041085949
BA3229	5.96063563466876	6.69247942029726
BA3353	5.50534063189432	6.70809549173072
BA3312	5.39780333094655	6.69465878054587
BA3119	5.23602506378563	6.93292476022611
BA3138	6.57871147435603	7.41990509181254
BA3219	6.43193622663115	6.88098331936924
BA3388	6.37170222462496	7.19903013947942
BA3357	5.23104622055378	7.25790347094091
BA3351	6.15187477635529	7.55633666761795
BA3208	5.98428829955698	6.88802086010583
BA3310	5.64240286737973	7.38848640256579
BA3200	5.63243748418652	7.04988485075939
BA3325	6.41031606152443	7.71867822819813
BA3146	5.90885007986137	7.11145591609312
BA3211	5.82971849546372	6.88430660085161
BA3237	6.37215716750202	6.73527749858946
BA3130	7.33978574457582	7.31484141146978
BA3376	5.81959741153124	6.69080762366511
BA3137	5.9207696282738	7.17761745050204
BA3300	5.73973435709854	7.22127084858972
BA3375	6.13808979720021	7.31758513982701
BA3249	6.34548467937847	7.70582137825133
BA3385	6.09345357181028	6.92898560318184
BA3242	5.20686512079418	6.72355108630667
BA3446	6.27694818574979	7.02624764830014
BA3416	5.15703871631077	6.99175546936536
BA3123	6.01825098577676	7.17197273809379
